Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Status
42,45,26,0,,,ON
71,39,33,33,,,OFF
89,2,22,88,,,OFF
19,4,68,19,,,ON
63,17,49,67,,,ON
35,34,57,91,,,OFF
9,6,63,86,,,ON
46,45,50,34,,,ON
34,39,24,35,,,ON
46,5,65,80,,,ON
89,9,57,54,,,OFF
19,20,57,33,,,ON
14,11,20,99,,,OFF
54,20,26,80,,,OFF
62,24,45,2,,,ON
1,18,57,50,,,ON
12,13,66,62,,,ON
8,8,48,23,,,OFF
31,6,30,99,,,OFF
70,5,28,76,,,OFF
56,18,55,96,,,OFF
73,40,34,58,,,ON
58,1,67,39,,,ON
89,29,28,104,,,OFF
85,6,28,23,,,OFF
31,17,61,71,,,OFF
79,32,30,68,,,ON
53,45,35,15,,,ON
45,31,58,99,,,OFF
59,8,32,61,,,ON
9,12,70,103,,,OFF
41,7,69,73,,,ON
28,41,37,66,,,ON
31,3,39,72,,,OFF
48,11,62,21,,,ON
28,18,27,100,,,OFF
33,17,62,88,,,OFF
21,39,30,85,,,ON
34,45,63,27,,,ON
25,2,68,23,,,ON
22,18,30,87,,,OFF
17,16,46,48,,,ON
89,37,59,45,,,ON
18,41,44,70,,,ON
5,5,61,40,,,ON
72,17,62,62,,,OFF
10,0,20,9,,,OFF
76,26,64,98,,,OFF
22,13,29,76,,,OFF
48,33,24,72,,,ON
14,14,59,47,,,ON
27,7,63,95,,,OFF
74,31,66,43,,,ON
28,33,30,12,,,ON
89,42,38,69,,,ON
57,28,42,108,,,OFF
24,42,24,55,,,ON
76,27,29,108,,,OFF
24,39,37,3,,,ON
28,16,27,81,,,OFF
84,20,49,77,,,ON
81,44,67,19,,,OFF
75,10,52,61,,,OFF
46,27,63,60,,,OFF
6,36,35,94,,,OFF
62,2,42,39,,,OFF
83,22,68,22,,,OFF
83,40,53,93,,,OFF
82,38,35,27,,,OFF
85,19,54,27,,,OFF
81,16,59,102,,,OFF
19,18,48,33,,,ON
58,11,35,56,,,ON
72,38,65,99,,,OFF
20,36,62,53,,,ON
42,17,47,42,,,ON
69,7,65,77,,,ON
43,20,70,73,,,ON
69,26,53,20,,,OFF
70,0,64,101,,,OFF
57,19,53,69,,,OFF
23,26,56,2,,,ON
15,30,23,110,,,OFF
61,12,41,108,,,OFF
26,36,43,70,,,ON
3,3,44,89,,,ON
85,22,49,23,,,OFF
58,45,68,109,,,OFF
66,24,62,73,,,OFF
73,30,27,45,,,ON
27,40,22,55,,,ON
75,2,34,105,,,OFF
73,32,50,77,,,ON
36,6,22,49,,,OFF
7,36,48,79,,,ON
37,7,68,19,,,ON
42,43,27,70,,,ON
49,33,59,84,,,ON
73,8,32,10,,,OFF
7,19,29,69,,,ON
7,5,60,15,,,ON
30,34,68,85,,,ON
3,5,68,3,,,OFF
85,35,27,3,,,OFF
2,37,65,56,,,ON
8,29,45,23,,,ON
23,35,66,82,,,ON
46,13,21,107,,,OFF
59,38,36,29,,,ON
67,2,54,54,,,OFF
74,36,45,45,,,ON
1,13,48,6,,,ON
36,2,27,0,,,OFF
4,11,41,50,,,ON
45,29,57,92,,,OFF
48,35,55,109,,,OFF
88,20,21,88,,,OFF
27,12,49,11,,,ON
27,38,26,10,,,ON
25,42,68,47,,,ON
71,23,43,82,,,ON
32,15,44,60,,,ON
16,20,53,65,,,ON
40,32,23,16,,,ON
82,29,52,61,,,ON
27,42,61,14,,,ON
67,25,35,13,,,OFF
62,3,53,93,,,OFF
19,2,69,65,,,ON
73,35,22,7,,,OFF
15,0,36,92,,,OFF
48,33,65,4,,,ON
58,44,57,35,,,ON
36,32,50,14,,,ON
1,45,32,59,,,ON
15,45,36,93,,,OFF
56,7,41,42,,,OFF
28,6,26,58,,,OFF
9,6,31,73,,,ON
83,21,47,46,,,ON
84,41,30,95,,,OFF
80,15,59,19,,,OFF
32,16,22,9,,,ON
8,4,65,81,,,ON
78,32,46,24,,,OFF
82,33,51,38,,,OFF
32,31,37,9,,,ON
10,30,22,24,,,ON
7,10,23,6,,,OFF
79,20,66,22,,,OFF
13,21,66,2,,,ON
33,36,50,40,,,ON
2,29,35,107,,,OFF
68,6,34,50,,,ON
61,44,46,109,,,OFF
45,40,36,11,,,ON
21,38,70,106,,,OFF
38,42,69,51,,,ON
33,28,58,20,,,ON
83,2,21,61,,,OFF
74,36,31,29,,,OFF
90,23,64,10,,,OFF
2,41,33,77,,,ON
69,9,52,28,,,OFF
5,38,32,99,,,OFF
79,40,28,23,,,OFF
26,30,54,46,,,ON
28,12,58,32,,,ON
36,43,61,75,,,ON
9,6,29,67,,,ON
34,8,34,48,,,ON
40,4,67,78,,,ON
68,2,49,77,,,OFF
88,0,42,55,,,OFF
45,36,26,34,,,ON
5,29,36,29,,,ON
89,25,43,107,,,OFF
83,38,22,91,,,OFF
10,28,25,98,,,OFF
34,33,65,34,,,ON
67,34,30,38,,,OFF
42,2,45,74,,,OFF
50,18,51,53,,,OFF
67,16,31,108,,,OFF
37,42,46,2,,,ON
58,14,66,46,,,ON
60,4,25,88,,,OFF
62,34,27,61,,,ON
20,36,26,70,,,ON
3,45,41,73,,,ON
9,38,31,97,,,OFF
68,21,54,53,,,OFF
82,41,65,1,,,OFF
53,19,25,29,,,ON
44,1,39,90,,,OFF
53,7,48,66,,,OFF
78,18,66,72,,,ON
67,27,51,49,,,ON
17,25,67,79,,,ON
23,30,56,35,,,ON
88,42,60,46,,,ON
11,34,59,13,,,ON
56,35,70,45,,,ON
87,0,60,109,,,OFF
68,5,53,102,,,OFF
63,45,32,44,,,ON
55,6,51,36,,,ON
64,40,47,6,,,ON
24,39,43,44,,,ON
58,40,42,44,,,ON
38,32,53,87,,,ON
63,16,50,30,,,OFF
32,2,44,35,,,ON
81,28,47,52,,,ON
26,24,64,101,,,OFF
20,37,24,71,,,ON
20,9,58,15,,,OFF
22,9,21,39,,,ON
60,37,30,70,,,ON
53,27,63,5,,,ON
15,38,51,96,,,OFF
62,22,61,16,,,OFF
59,27,62,63,,,OFF
63,45,67,92,,,OFF
41,36,53,29,,,ON
31,34,23,65,,,ON
29,36,66,38,,,ON
15,0,66,102,,,OFF
12,10,35,18,,,ON
71,29,46,60,,,ON
75,39,36,38,,,OFF
56,9,43,36,,,ON
22,21,66,102,,,OFF
58,25,57,36,,,ON
21,20,30,79,,,OFF
5,15,49,27,,,ON
16,5,40,91,,,OFF
3,13,26,88,,,ON
60,1,42,58,,,OFF
30,30,57,61,,,ON
56,15,60,76,,,OFF
39,22,60,96,,,OFF
54,14,60,63,,,OFF
35,24,61,67,,,OFF
35,20,53,77,,,OFF
12,42,65,93,,,OFF
84,23,41,94,,,OFF
59,36,69,31,,,ON
74,28,68,110,,,OFF
45,13,45,20,,,ON
1,22,43,24,,,ON
75,38,38,3,,,OFF
42,33,43,74,,,ON
46,34,53,79,,,ON
2,0,31,44,,,ON
86,43,32,39,,,OFF
40,31,25,110,,,OFF
40,24,41,76,,,ON
39,2,57,43,,,OFF
20,35,58,52,,,ON
18,41,42,80,,,ON
62,0,23,32,,,OFF
63,23,53,83,,,ON
71,12,32,92,,,OFF
3,26,57,70,,,ON
68,36,31,37,,,OFF
81,31,26,109,,,OFF
59,16,38,74,,,ON
74,7,51,107,,,OFF
90,17,42,99,,,OFF
23,21,22,55,,,OFF
52,31,53,86,,,ON
64,8,29,13,,,OFF
37,7,39,21,,,ON
87,15,22,36,,,OFF
61,7,34,105,,,OFF
26,7,68,1,,,OFF
60,17,54,41,,,OFF
84,2,32,31,,,OFF
35,8,67,94,,,OFF
34,40,20,108,,,OFF
9,45,46,82,,,ON
14,5,43,76,,,ON
55,24,58,0,,,ON
13,3,64,15,,,ON
66,19,26,62,,,OFF
47,39,60,89,,,ON
63,33,54,82,,,ON
77,19,52,23,,,OFF
61,28,67,42,,,ON
58,3,44,87,,,OFF
21,41,42,100,,,OFF
55,9,35,17,,,ON
36,34,27,69,,,ON
65,20,40,94,,,OFF
60,39,24,78,,,ON
75,15,30,14,,,OFF
1,8,28,106,,,OFF
28,29,61,73,,,ON
8,5,22,18,,,ON
28,33,30,35,,,ON
15,39,58,29,,,ON
25,38,52,27,,,ON
46,23,67,62,,,ON
7,31,57,17,,,ON
14,37,64,70,,,ON
33,22,48,32,,,ON
2,11,45,78,,,ON
62,37,25,68,,,ON
72,33,43,60,,,ON
65,14,31,12,,,OFF
90,40,62,100,,,OFF
89,41,32,102,,,OFF
42,33,50,99,,,OFF
23,1,30,78,,,OFF
11,24,60,42,,,ON
11,4,26,77,,,ON
71,13,42,33,,,OFF
49,1,28,51,,,OFF
77,18,54,39,,,OFF
44,44,31,98,,,OFF
17,25,66,87,,,ON
40,23,52,18,,,ON
68,39,45,42,,,ON
86,41,32,21,,,OFF
70,2,47,54,,,OFF
28,37,23,99,,,OFF
76,22,23,46,,,OFF
19,3,35,58,,,ON
79,45,44,98,,,OFF
41,27,36,72,,,ON
3,28,41,9,,,ON
59,9,38,28,,,ON
22,5,25,101,,,OFF
79,12,63,45,,,OFF
14,19,23,11,,,ON
83,8,53,1,,,OFF
88,32,53,97,,,OFF
21,7,68,5,,,OFF
79,19,68,52,,,ON
30,33,63,79,,,ON
17,21,33,99,,,OFF
74,19,44,47,,,ON
11,25,26,110,,,OFF
62,3,35,5,,,OFF
89,15,69,27,,,OFF
32,45,46,57,,,ON
22,28,41,24,,,ON
84,17,38,85,,,ON
40,13,26,27,,,ON
41,21,23,45,,,OFF
68,4,36,79,,,OFF
34,25,34,40,,,ON
49,37,64,104,,,OFF
40,39,58,63,,,ON
51,18,50,40,,,OFF
76,29,25,70,,,ON
36,7,64,90,,,ON
35,39,68,18,,,ON
42,45,51,102,,,OFF
73,45,37,99,,,OFF
44,36,30,28,,,ON
52,9,58,25,,,ON
50,21,63,27,,,ON
59,27,22,75,,,ON
12,42,20,46,,,ON
85,44,43,65,,,ON
19,40,20,28,,,ON
33,7,66,58,,,ON
44,42,63,109,,,OFF
22,4,48,47,,,OFF
43,0,32,82,,,OFF
44,8,22,105,,,OFF
54,43,35,56,,,ON
50,0,32,28,,,OFF
89,15,52,70,,,OFF
80,21,34,71,,,ON
14,40,23,38,,,ON
71,31,31,42,,,ON
40,3,48,108,,,OFF
50,6,40,96,,,OFF
79,17,22,92,,,OFF
43,27,69,19,,,ON
78,12,64,12,,,OFF
39,37,34,73,,,ON
30,10,38,23,,,ON
22,13,70,101,,,OFF
9,18,21,108,,,OFF
42,6,66,98,,,OFF
5,29,36,109,,,OFF
48,5,46,90,,,OFF
53,25,25,6,,,ON
55,36,42,63,,,ON
18,7,32,17,,,ON
78,19,50,98,,,OFF
77,28,40,77,,,ON
44,19,51,87,,,ON
65,31,40,47,,,ON
77,25,39,44,,,ON
24,26,28,2,,,ON
51,12,28,108,,,OFF
90,4,33,10,,,OFF
62,0,60,84,,,OFF
34,16,20,106,,,OFF
55,29,41,46,,,ON
20,30,42,30,,,ON
84,22,61,80,,,OFF
67,42,46,68,,,ON
5,10,50,72,,,ON
39,21,30,64,,,OFF
4,11,55,40,,,ON
84,40,27,96,,,OFF
7,11,33,91,,,OFF
59,14,54,62,,,OFF
70,36,20,26,,,OFF
20,40,43,88,,,ON
25,25,62,94,,,OFF
67,7,56,46,,,OFF
16,11,45,5,,,ON
14,12,34,102,,,OFF
72,45,57,33,,,OFF
9,21,51,97,,,OFF
62,45,40,1,,,ON
65,8,47,3,,,OFF
19,9,41,34,,,OFF
14,40,40,80,,,ON
55,18,38,15,,,ON
80,34,59,54,,,ON
32,32,31,18,,,ON
27,25,26,77,,,OFF
30,28,39,81,,,ON
20,34,69,99,,,OFF
49,29,51,63,,,ON
90,37,48,45,,,ON
69,33,27,17,,,OFF
18,45,21,97,,,OFF
24,45,31,92,,,OFF
52,16,52,69,,,OFF
34,18,63,109,,,OFF
15,45,20,30,,,ON
84,45,42,105,,,OFF
22,12,57,82,,,OFF
22,40,29,45,,,ON
21,20,24,69,,,OFF
55,26,33,99,,,OFF
76,42,31,29,,,OFF
42,33,45,49,,,ON
55,10,52,76,,,OFF
62,43,70,58,,,ON
24,38,69,51,,,ON
64,42,45,50,,,ON
40,13,52,60,,,OFF
5,31,64,86,,,ON
84,26,42,61,,,ON
53,16,21,7,,,ON
73,23,28,90,,,OFF
86,19,51,47,,,ON
84,44,36,76,,,ON
50,40,53,108,,,OFF
79,40,41,74,,,ON
84,35,26,7,,,OFF
31,11,67,50,,,ON
52,26,49,83,,,ON
23,7,44,81,,,OFF
14,0,22,59,,,ON
83,17,44,35,,,OFF
45,30,60,0,,,ON
36,19,56,26,,,ON
49,26,24,21,,,ON
87,38,52,104,,,OFF
62,17,29,73,,,OFF
4,16,57,4,,,ON
81,32,30,17,,,OFF
39,3,68,106,,,OFF
4,42,34,4,,,ON
44,36,25,89,,,ON
14,15,64,28,,,ON
19,30,52,21,,,ON
45,18,63,92,,,OFF
90,15,56,65,,,OFF
17,1,68,39,,,ON
78,35,54,59,,,ON
70,35,47,82,,,ON
48,28,32,71,,,ON
35,5,66,85,,,ON
85,35,46,42,,,ON
27,0,61,47,,,OFF
60,13,68,95,,,OFF
69,1,22,18,,,OFF
88,16,44,17,,,OFF
89,7,31,45,,,OFF
47,29,46,79,,,ON
90,12,35,54,,,ON
55,20,32,46,,,ON
85,36,53,18,,,OFF
83,19,42,19,,,OFF
37,25,65,0,,,ON
38,9,57,9,,,OFF
30,26,47,73,,,ON
29,14,32,41,,,ON
12,26,38,1,,,ON
66,8,63,20,,,OFF
89,38,50,24,,,OFF
37,28,37,31,,,ON
46,28,37,74,,,ON
5,2,59,27,,,ON
89,24,27,71,,,OFF
16,22,28,34,,,ON
6,19,37,109,,,OFF
46,30,31,74,,,OFF
55,45,70,96,,,OFF
15,30,68,27,,,ON
38,7,46,56,,,OFF
57,30,40,21,,,ON
73,2,62,56,,,OFF
4,29,22,39,,,ON
66,34,45,18,,,OFF
14,36,41,2,,,ON
69,35,32,24,,,OFF
9,45,38,68,,,ON
71,23,28,87,,,OFF
59,1,23,20,,,ON
13,15,39,20,,,ON
45,36,42,64,,,ON
76,11,61,58,,,OFF
26,18,20,20,,,ON
7,6,69,80,,,ON
82,32,63,79,,,ON
31,8,57,25,,,OFF
66,15,34,84,,,ON
48,6,62,26,,,ON
62,32,65,104,,,OFF
83,23,26,106,,,OFF
22,25,37,28,,,OFF
86,32,43,95,,,OFF
52,45,36,68,,,ON
36,32,64,99,,,OFF
51,42,70,48,,,ON
90,18,63,29,,,OFF
23,9,46,30,,,OFF
29,19,44,101,,,OFF
26,44,34,50,,,ON
61,14,62,78,,,OFF
28,32,31,108,,,OFF
36,4,54,34,,,ON
13,35,51,67,,,ON
51,15,41,40,,,ON
34,23,54,33,,,ON
37,15,37,91,,,OFF
45,27,53,108,,,OFF
36,10,68,72,,,ON
63,36,21,5,,,ON
61,8,45,0,,,OFF
80,36,47,37,,,OFF
50,37,38,12,,,ON
69,3,44,17,,,OFF
25,29,29,44,,,ON
84,43,36,98,,,OFF
6,8,31,49,,,ON
25,3,59,85,,,OFF
17,8,48,90,,,ON
59,6,30,104,,,OFF
45,19,28,47,,,OFF
49,32,69,95,,,OFF
15,2,48,8,,,OFF
76,27,45,99,,,OFF
38,15,65,56,,,ON
73,14,22,11,,,OFF
78,43,25,96,,,OFF
74,38,41,65,,,ON
34,27,56,82,,,ON
46,26,45,34,,,ON
22,44,29,109,,,OFF
79,31,56,87,,,ON
60,9,43,97,,,OFF
62,18,43,35,,,OFF
42,8,70,97,,,OFF
24,29,68,91,,,OFF
22,2,52,49,,,OFF
75,11,51,23,,,OFF
60,35,45,57,,,ON
62,27,61,97,,,OFF
90,37,53,62,,,ON
13,17,68,24,,,ON
72,10,37,86,,,ON
18,21,64,48,,,ON
73,32,26,73,,,ON
1,6,58,108,,,OFF
27,39,64,26,,,ON
11,27,59,74,,,ON
22,29,22,62,,,ON
48,29,45,17,,,ON
87,44,58,36,,,OFF
7,33,57,35,,,ON
83,4,35,9,,,OFF
75,22,70,69,,,ON
84,6,28,16,,,OFF
51,14,67,38,,,ON
69,11,40,64,,,ON
60,27,64,70,,,ON
36,7,42,107,,,OFF
60,18,59,2,,,ON
79,0,20,83,,,OFF
58,45,43,89,,,ON
32,5,31,13,,,ON
40,26,61,6,,,ON
14,41,55,91,,,OFF
13,22,29,61,,,ON
17,35,60,74,,,ON
30,22,38,80,,,ON
34,6,61,16,,,ON
24,8,28,48,,,OFF
43,24,66,109,,,OFF
41,8,68,45,,,ON
85,43,22,90,,,ON
74,40,24,23,,,OFF
83,24,31,74,,,OFF
78,39,30,104,,,OFF
85,24,37,100,,,OFF
42,23,61,40,,,OFF
36,24,47,49,,,ON
47,45,30,0,,,ON
21,17,54,66,,,OFF
53,37,27,39,,,ON
33,2,30,54,,,OFF
81,1,59,34,,,OFF
42,1,66,55,,,OFF
25,5,65,22,,,ON
88,21,28,33,,,OFF
29,0,65,20,,,OFF
23,17,21,10,,,ON
54,16,48,76,,,OFF
34,33,42,33,,,ON
88,31,24,81,,,ON
10,33,44,92,,,OFF
48,16,42,89,,,ON
22,1,70,59,,,OFF
22,26,26,30,,,ON
79,8,43,35,,,OFF
12,20,48,79,,,ON
63,40,59,62,,,ON
29,3,33,6,,,OFF
6,24,47,4,,,ON
5,33,27,44,,,ON
26,4,44,87,,,OFF
37,21,48,99,,,OFF
38,39,32,98,,,OFF
59,4,35,72,,,ON
48,9,62,17,,,OFF
72,35,51,2,,,OFF
18,27,69,36,,,ON
8,19,54,69,,,ON
32,45,30,49,,,ON
16,3,24,87,,,ON
45,15,46,18,,,ON
38,39,52,85,,,ON
83,38,70,12,,,OFF
89,32,33,38,,,OFF
14,4,58,49,,,ON
79,29,42,85,,,ON
57,1,52,31,,,OFF
70,25,33,52,,,ON
74,19,54,6,,,OFF
33,41,46,18,,,ON
13,28,32,109,,,OFF
24,43,66,69,,,ON
42,11,70,15,,,ON
27,39,45,57,,,ON
50,13,24,73,,,OFF
56,8,35,99,,,OFF
81,12,43,53,,,ON
10,11,20,106,,,OFF
15,5,52,36,,,ON
90,44,63,72,,,ON
52,19,52,10,,,ON
60,15,41,105,,,OFF
38,25,58,18,,,OFF
51,19,46,5,,,ON
47,15,41,52,,,ON
12,14,67,100,,,OFF
30,31,65,12,,,ON
26,38,58,1,,,ON
89,4,29,56,,,OFF
69,14,68,17,,,OFF
72,27,25,34,,,OFF
10,23,52,87,,,ON
75,1,34,55,,,OFF
23,26,23,106,,,OFF
32,14,28,106,,,OFF
78,5,30,6,,,OFF
67,17,31,81,,,OFF
30,28,38,48,,,ON
52,3,37,32,,,OFF
66,7,30,27,,,OFF
4,0,68,75,,,ON
8,7,31,2,,,OFF
76,18,42,33,,,OFF
29,32,41,62,,,ON
54,45,34,30,,,ON
74,8,37,29,,,OFF
89,2,69,95,,,OFF
22,29,47,3,,,ON
81,42,48,55,,,ON
16,29,66,18,,,ON
2,27,61,30,,,ON
77,45,20,36,,,OFF
14,1,20,55,,,ON
22,4,52,63,,,OFF
79,30,49,93,,,OFF
24,2,59,66,,,OFF
52,6,68,87,,,ON
84,19,29,76,,,OFF
63,41,70,95,,,OFF
85,20,68,59,,,ON
3,9,60,48,,,ON
40,43,31,3,,,ON
32,3,52,44,,,OFF
43,6,44,75,,,OFF
25,12,59,47,,,OFF
61,24,59,95,,,OFF
31,44,63,64,,,ON
28,18,40,101,,,OFF
60,28,53,80,,,ON
81,41,62,101,,,OFF
50,4,68,41,,,OFF
76,42,45,103,,,OFF
27,31,40,28,,,ON
84,28,49,7,,,OFF
27,26,67,80,,,ON
37,38,33,53,,,ON
40,39,43,75,,,ON
89,35,27,56,,,ON
32,14,23,16,,,ON
6,44,59,33,,,ON
68,39,25,68,,,ON
10,22,35,39,,,ON
88,4,47,43,,,OFF
82,5,48,31,,,OFF
22,21,68,26,,,ON
27,32,49,88,,,ON
53,13,34,26,,,ON
73,37,40,45,,,ON
77,43,70,48,,,ON
10,5,49,93,,,OFF
90,21,40,51,,,ON
69,38,58,48,,,ON
53,1,33,20,,,OFF
72,43,32,49,,,ON
9,21,32,43,,,ON
72,28,26,33,,,OFF
34,22,63,89,,,OFF
21,23,28,71,,,OFF
35,14,43,56,,,ON
76,13,44,30,,,OFF
77,37,47,25,,,OFF
9,13,34,62,,,ON
9,1,65,96,,,OFF
44,21,53,36,,,ON
28,4,65,49,,,ON
36,43,36,106,,,OFF
47,11,59,82,,,OFF
66,43,35,13,,,OFF
18,45,26,3,,,ON
86,0,31,1,,,OFF
44,41,67,48,,,ON
20,22,53,2,,,ON
3,5,51,29,,,ON
12,29,70,60,,,ON
9,28,65,19,,,ON
21,40,54,60,,,ON
52,36,58,22,,,ON
64,33,39,36,,,OFF
65,13,42,41,,,ON
48,31,70,80,,,ON
50,44,52,106,,,OFF
20,32,50,93,,,OFF
60,42,54,74,,,ON
16,39,30,41,,,ON
35,37,31,21,,,ON
4,45,20,77,,,ON
83,37,51,96,,,OFF
70,19,47,69,,,ON
79,3,53,46,,,OFF
26,24,63,67,,,OFF
52,17,30,89,,,OFF
80,18,42,18,,,OFF
87,20,68,75,,,ON
77,27,69,42,,,ON
26,39,57,8,,,ON
46,3,53,64,,,OFF
69,35,53,11,,,OFF
64,23,46,76,,,ON
28,5,42,11,,,ON
84,39,25,64,,,ON
42,10,22,15,,,ON
81,6,55,21,,,OFF
81,24,26,81,,,OFF
61,27,21,108,,,OFF
22,9,29,5,,,OFF
66,45,59,13,,,OFF
67,11,46,33,,,OFF
15,4,38,21,,,ON
8,16,38,50,,,ON
10,25,57,56,,,ON
1,3,50,97,,,OFF
52,37,65,104,,,OFF
69,4,44,59,,,OFF
70,44,22,43,,,ON
87,17,48,21,,,OFF
32,3,52,38,,,ON
12,8,25,65,,,ON
18,7,31,10,,,ON
64,16,29,12,,,OFF
4,23,21,33,,,ON
64,22,52,103,,,OFF
86,10,47,22,,,OFF
10,14,61,30,,,ON
28,11,23,58,,,OFF
24,26,55,95,,,OFF
63,44,24,2,,,ON
38,6,43,7,,,OFF
37,35,27,11,,,ON
73,0,67,32,,,OFF
80,41,60,82,,,ON
45,18,25,104,,,OFF
90,24,20,38,,,OFF
7,45,49,110,,,OFF
85,10,24,22,,,OFF
70,37,54,35,,,OFF
11,18,51,87,,,ON
49,33,56,96,,,OFF
51,18,63,44,,,OFF
42,28,23,32,,,ON
37,39,69,13,,,ON
9,17,69,13,,,ON
55,27,27,69,,,ON
30,35,58,100,,,OFF
31,38,34,0,,,ON
27,20,21,80,,,OFF
28,33,64,12,,,ON
39,15,33,45,,,ON
64,16,41,58,,,ON
42,41,58,89,,,ON
89,27,60,34,,,OFF
38,44,42,103,,,OFF
80,11,52,66,,,OFF
68,30,46,94,,,OFF
38,32,59,2,,,ON
44,29,51,4,,,ON
45,43,35,62,,,ON
55,39,31,83,,,ON
10,41,31,37,,,ON
78,1,30,4,,,OFF
29,25,56,46,,,ON
27,23,21,106,,,OFF
70,25,34,18,,,OFF
45,0,31,106,,,OFF
84,39,49,52,,,ON
83,13,57,20,,,OFF
36,35,45,104,,,OFF
76,19,56,81,,,OFF
43,0,26,88,,,OFF
29,16,37,93,,,OFF
39,0,70,98,,,OFF
55,2,25,109,,,OFF
50,45,63,60,,,ON
16,0,54,9,,,OFF
76,42,42,91,,,OFF
82,43,32,96,,,OFF
6,9,54,15,,,OFF
58,28,33,0,,,ON
2,33,21,69,,,ON
65,32,35,17,,,OFF
44,0,50,105,,,OFF
18,41,55,19,,,ON
31,23,53,33,,,ON
46,13,24,77,,,OFF
76,3,44,28,,,OFF
83,20,70,96,,,OFF
58,18,52,19,,,ON
2,24,62,39,,,OFF
32,38,53,10,,,ON
5,4,23,73,,,ON
52,17,47,91,,,OFF
80,30,43,13,,,OFF
16,8,56,85,,,ON
58,33,32,101,,,OFF
74,2,55,73,,,OFF
42,29,49,102,,,OFF
18,17,62,105,,,OFF
4,34,43,31,,,ON
26,6,62,50,,,OFF
70,10,52,58,,,OFF
39,17,21,43,,,OFF
54,12,48,78,,,OFF
47,12,30,67,,,OFF
10,38,65,82,,,ON
67,7,58,42,,,OFF
83,35,21,87,,,ON
16,40,25,16,,,ON
20,45,47,63,,,ON
80,24,24,78,,,OFF
36,7,65,11,,,ON
38,33,45,67,,,ON
55,30,21,39,,,ON
67,39,36,62,,,ON
25,20,41,27,,,ON
68,15,49,30,,,OFF
54,36,65,69,,,ON
85,8,67,77,,,ON
70,41,49,34,,,OFF
59,36,54,98,,,OFF
5,15,27,33,,,ON
30,32,36,18,,,ON
32,34,49,103,,,OFF
17,17,43,33,,,OFF
79,14,43,13,,,OFF
35,29,59,102,,,OFF
76,7,24,35,,,OFF
58,14,46,50,,,OFF
20,3,58,69,,,ON
80,32,32,23,,,OFF
66,1,58,68,,,OFF
1,33,36,14,,,ON
17,6,29,11,,,ON
62,13,65,80,,,ON
69,28,57,2,,,ON
62,42,59,109,,,OFF
71,23,20,98,,,OFF
73,12,24,33,,,OFF
4,1,40,21,,,OFF
38,38,52,7,,,ON
73,8,64,95,,,OFF
21,14,20,58,,,OFF
25,5,26,78,,,OFF
40,5,54,110,,,OFF
58,31,57,105,,,OFF
54,29,67,23,,,ON
69,37,34,91,,,OFF
37,23,56,4,,,ON
14,33,46,69,,,ON
33,12,49,37,,,ON
51,39,35,37,,,ON
87,28,43,78,,,ON
13,29,40,37,,,ON
30,28,68,22,,,ON
1,40,47,45,,,ON
32,29,29,108,,,OFF
26,10,69,38,,,ON
71,5,39,82,,,OFF
1,35,45,107,,,OFF
24,39,32,89,,,ON
34,31,47,33,,,ON
2,38,24,102,,,OFF
34,34,35,73,,,ON
47,4,34,83,,,ON
14,3,35,36,,,ON
4,31,36,71,,,ON
8,25,43,69,,,ON
24,0,38,74,,,OFF
45,2,56,79,,,OFF
87,9,67,64,,,ON
68,13,53,41,,,OFF
75,12,22,89,,,OFF
58,41,35,109,,,OFF
64,39,49,21,,,OFF
83,30,32,13,,,OFF
14,45,32,52,,,ON
41,20,41,20,,,ON
77,45,64,68,,,ON
55,34,42,20,,,OFF
41,15,25,56,,,OFF
25,6,47,69,,,OFF
90,22,69,109,,,OFF
21,23,62,110,,,OFF
62,26,53,19,,,OFF
33,28,32,37,,,ON
49,7,67,71,,,ON
37,6,49,38,,,ON
22,11,66,86,,,ON
46,25,53,40,,,ON
60,11,39,94,,,OFF
54,28,48,21,,,ON
1,39,26,95,,,OFF
12,39,67,0,,,ON
8,34,52,77,,,ON
21,0,43,64,,,OFF
82,30,44,48,,,ON
71,2,61,89,,,OFF
14,0,53,40,,,ON
69,26,42,41,,,ON
72,20,28,35,,,OFF
50,11,64,53,,,ON
22,12,38,96,,,OFF
83,5,55,51,,,OFF
46,27,60,13,,,ON
70,28,26,103,,,OFF
69,42,61,86,,,ON
67,1,60,13,,,OFF
35,23,65,30,,,ON
51,36,63,76,,,ON
37,12,56,91,,,OFF
68,37,55,56,,,ON
25,7,60,36,,,ON
63,41,68,5,,,ON
38,4,70,46,,,OFF
23,41,41,32,,,ON
18,15,70,84,,,ON
30,36,67,110,,,OFF
58,22,21,79,,,ON
4,18,51,55,,,ON
67,44,41,93,,,OFF
21,2,29,86,,,OFF
3,8,29,5,,,OFF
21,16,27,36,,,ON
38,25,65,75,,,ON
20,28,62,58,,,ON
38,45,67,29,,,ON
35,45,27,110,,,OFF
46,26,62,3,,,ON
79,39,42,37,,,OFF
12,9,46,89,,,ON
13,22,32,86,,,ON
34,6,43,84,,,OFF
79,42,68,82,,,ON
9,16,28,75,,,ON
30,3,40,26,,,ON
76,2,61,104,,,OFF
6,4,62,8,,,OFF
53,2,56,44,,,OFF
24,5,66,12,,,ON
3,11,27,50,,,ON
49,18,20,20,,,ON
6,45,51,100,,,OFF
78,36,68,44,,,ON
